Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description
1,2301000,2024-11-08T17:02:38.000Z,5169,119,0,1,"['#freestyle', '#rap', '#hiphop']",
2,419000,2024-11-10T12:02:25.000Z,4,85,0,1,[],
3,74000,2024-11-09T07:55:16.000Z,7562,123,1,0,[],1 人、項鍊、保羅領帶和運動褲的圖像.
4,10000,2024-10-28T13:10:00.000Z,1239449,4,1,0,[],派餅和文字的塗鴉.
5,27000,2024-10-20T08:15:53.000Z,8827,25,0,1,[],
6,1883,2024-11-09T04:46:36.000Z,25,1,0,1,"['#1111', '#Nobleman', '#Fortune', '#Fortune', '#Explicit']",
7,3698,2024-11-09T21:15:52.000Z,18,3,1,0,[],1 人、裙子、上衣、迷你裙和高領上衣的圖像.
8,9719,2024-11-02T13:43:35.000Z,91120,11,1,0,"['#happyhalloween', '#halloween', '#Halloween', '#Happy Halloween', ""#Treat it if you don't give sugar""]",1 人、美妝、保羅領帶、頸鍊、項鍊和文字的圖像.
9,4073,2024-11-10T07:18:02.000Z,241,4,0,1,"['#Pingtung Wandan Tianfeng Club', '#Three Electric Music Prince', '#Prince Tianfeng', '#Five princes', '#20241110', '#Nanyu Dai Tianfu']",
0,80000,2024-09-30T14:00:37.000Z,14000,17,0,1,"['#Trading', '#viral', '#instagram', '#hateels', '#Oh', '#Odivelas', '#view', '#video', '#lovestatus', '#alonequotes', '#alonestatus', '#newpost', '#lovequotes', '#trendingreels', '#sadvideos', '#sadstatus', '#Sadreels', '#pageexplore', '#explore', '#love', '#Odisha', '#bhubaneswar', '#rahulcreation55']",
0,196000,2024-09-28T16:31:22.000Z,415000,201,0,1,"['#innovation', '#technology', '#science', '#skill', '#tech', '#automation', '#mechanical', '#civilengineering', '#machinery', '#heavyequipment', '#mechanic', '#engineering', '#jcb', '#machines', '#electronics', '#machine', '#Technevs', '#instatech', '#tools', '#ideas', '#ilovemyjob', '#manufacturing', '#gadgets', '#future', '#awesome', '#worldofengineering', '#satisfying', '#thebest', '#satisfyingvideo', '#futuretech']",
1,1969000,2024-11-09T15:44:10.000Z,119000,373,0,1,[],
0,139000,2024-11-04T09:22:26.000Z,117000,172,0,1,"['#love', '#fashion', '#instagram', '#photooftheday', '#Foreau', '#art', '#beautiful', '#happy', '#nature', '#travel', '#follow', '#cute', '#style', '#instadaily', '#tbt', '#repost', '#summer', '#beauty', '#food', '#instalike', '#photo', '#me', '#music', '#friends', '#Radharani', '#smile', '#family', '#fun', '#viral', '#trending']",
1,93000,2024-11-10T04:00:10.000Z,12000,27,1,0,"['#Cause', '#Stalk', '#Oblinter stalk', '#Mag', '#memes']",文字的迷因.
2,28000,2024-11-08T10:30:06.000Z,3755,41,1,0,[],1 人、毛髮和文字的圖像.
3,27000,2024-11-14T03:44:26.000Z,6332,30,1,0,"['#year', '#Taichung Food', '#Taipei Food', '#New North Food', '#Changhua Food', '#Nantou Food', '#Tainan Food', '#Kaohsiung Food', '#Taoyuan Food', '#Chiayi Food', '#Yunlin Food', '#Miaoli Food', '#Keelung Food', '#Yilan Food', '#Hualien Food', '#Taitung Food', '#Pingtung Food', '#Hsinchu Food']",冰淇淋、義式冰淇淋和文字的圖像.
4,435000,2024-11-12T08:15:49.000Z,9582,37,1,0,"['#Girls Entertainment News', '#GD', '#GD imitation makeup', '#Change', '#Makeup']",1 人、瀏海、上衣和文字的圖像.
5,114000,2024-10-18T18:30:31.000Z,2589000,165,0,1,"['#cat', '#kitten', '#baby', '#ai', '#Jerryspringer', '#fyp', '#viral']",
6,777000,2024-11-09T05:50:28.000Z,45000,121,1,0,[],文字的圖像.
7,48000,2024-11-11T10:52:53.000Z,3009,6,1,0,[],1 人、毛髮和文字的圖像.
8,208000,2024-11-15T13:02:25.000Z,43000,90,0,1,[],
9,50000,2024-11-13T09:43:20.000Z,4467,77,1,0,"[""#McDonald's"", '#mcdonalds', '#muffin', ""#McDonald's new product"", '#hamburger', '#New news', '#New news', '#Taiwan food', '#Kaohsiung Food Map', '#Tainan brunch', '#Taichung breakfast', '#New Taipei must eat', ""#McDonald's breakfast""]",三明治、薄煎餅、威化餅、香腸、麵包和文字的圖像.
10,99000,2024-11-10T01:51:38.000Z,82000,127,0,1,"['#truelove', '#love', '#couplegoals', '#lovequotes', '#relationshipgoals', '#instagram', '#loveislove', '#instagood', '#quotes', '#couple', '#Lovestory', '#trending', '#explore', '#relationships', '#family', '#life', '#feelings', '#loveyou', '#soulmate', '#follow', '#iloveyou', '#relationship', '#cute', '#lovers', '#poetry', '#explorepage', '#like', '#couples', '#happiness', '#forever']",
11,446000,2024-11-12T08:02:17.000Z,4879,28,1,0,"['#Shrimp waves', '#Shrimp Skin Shopping', '#Genuine guarantee', '#shopeetw']",文字的圖像.
12,41000,2024-11-10T03:03:59.000Z,4430,17,1,0,[],香菸和文字的插圖.
13,22000,2024-11-11T12:15:10.000Z,,90,1,0,"['#Buy one get one free', '#Big potato', '#Potato rice cake', '#discount', '#New article', '#New product listing', '#Japan', '#McDonald in Japan', '#Maple Sugar Poor', '#Taiwan food', '#Taiwanese food', ""#McDonald's"", '#Taoyuan Food', '#Yilan Food', '#Pingtung Food', '#Yunlin Food', '#Chiayi Food', '#Taipei Food', '#New North Food', '#Hsinchu Food', '#Keelung Food', '#Miaoli Food', '#Taichung Food', '#Changhua Food', '#Tainan Food', '#Kaohsiung Food', '#Hualien Food']",漢堡、薄煎餅和文字的圖像.
14,121000,2024-11-10T04:33:06.000Z,7996,25,1,0,"['#Yilan', '#Yilan scenic spot', '#Magang Fishing Port']",1 人、微笑、短褲、上衣和戶外的圖像.
15,2541000,2024-09-24T04:49:15.000Z,2013000,412,0,1,[],
16,252000,2024-10-30T08:05:51.000Z,71000,269,0,1,['#timeflies'],
17,11000,2024-10-28T14:34:36.000Z,4042,12,1,0,"['#Legitimate sister', '#plant', '#Little Seven', '#Lost Xiaoqi', '#Sanotu collector Xiaoqi', '#Cause', '#Mag', '#Magnation Series', '#Stalk', '#Synaltium series', '#stem', '#Synache', '#funny', '#hell', '#Hell stalk']",4 個人和文字的圖像.
18,65000,2024-10-30T16:24:51.000Z,0,72,1,0,[],1 人、毛髮和胸罩的圖像.
19,278000,2024-10-26T04:00:00.000Z,63000,290,0,1,"['#couple', '#gentlemen', '#girl', '#quarrel', '#mood', '#Stablize']",
20,166000,2024-11-12T17:04:44.000Z,161000,409,0,1,[],
21,58000,2024-11-13T15:39:08.000Z,4149,16,1,0,[],2 個人和文字的圖像.
22,207000,2024-11-13T09:23:27.000Z,4615,3,0,1,"['#doctor', '#Faceme', '#Korean drama']",
23,101000,2024-11-13T03:29:56.000Z,851,11,1,0,['#Guanghua Daily'],1 人和文字的圖像.
24,11000,2024-11-06T04:41:34.000Z,9071,44,1,0,"['#GD Kimjang Look', '#Obok red bean life']",2 個人、頭巾、蓋頭巾和文字的圖像.
25,219000,2024-11-12T11:21:31.000Z,339000,116,0,1,[],
26,599000,2024-10-30T12:54:27.000Z,39000,76,1,0,[],2 個人、舞台服裝和文字的圖像.
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,98000,2024-11-08T08:00:00.000Z,6844,51,0,1,"['#Koobii university', '#sonyzv1ll', '#Wear', '#strong', '#Abdominal muscle', '#Lower']",
0,357000,2024-11-13T22:21:30.000Z,322000,563,0,1,"['#Spades', '#routinecapillary', '#self-esteem']",
1,63000,2024-11-10T12:07:12.000Z,2683,6,1,0,[],1 人、毛髮、上衣和文字的圖像.
2,97000,2024-11-15T13:01:58.000Z,31000,88,0,1,"['#Scorpio', '#constellation', '#Short drama', '#friend']",
3,137000,2024-11-14T03:50:08.000Z,3847,0,1,0,"['#Emperor', '#opt', '#Dr. Wu', '#ahc', '#Langzhi', '#Specialty', '#cnp', '#prmay', '#Chain', '#air cushion', '#Essence', '#Hidden eyes', '#Lip mask', '#maintainance', '#Makeup', '#Discount', '#discount', '#Poya Baoya', '#poyabeauty', '#poyagirls', '#beauty', '#makeup']",美髮產品、護手霜、乳液和文字的圖像.
4,5891,2024-11-13T15:01:58.000Z,32000,126,0,1,"['#separate', '#Memoir', '#Old love', '#other people', '#Beginner']",
5,816000,2024-11-12T21:45:41.000Z,545000,268,0,1,"['#works', '#work', '#construction', '#construction', '#mason', '#casa', '#architecture', '#engineering', '#construction', '#architecture', '#paint', '#paintings', '#painter', '#paint', '#painting']",
6,87000,2024-11-08T12:00:16.000Z,5614,4,1,0,"['#cat', '#Cat', '#Cat daily', '#Cat -star', '#Cat Starman daily', '#Meow', '#Meow Star everyday', '#Meow', '#Cause', '#Stalk', '#Oblinter stalk', '#Mag', '#memes']",懶猴和文字的迷因.
7,145000,2024-11-15T10:40:00.000Z,13000,75,0,1,"['#Tainan Food', '#Beef soup', '#Tainan beef soup', '#Ada']",
8,156000,2024-11-14T11:10:46.000Z,23000,41,0,1,"['#Cardine Little Potato', '#If you want, eat and eat without shouting card', '#Caddy is delicious and not shouting card', '#Small sweet potato']",
9,31000,2024-11-11T09:08:36.000Z,2343,3,1,0,"['#Chocolate', '#misterdonuts', '#Donut', '#Chocolate donut', '#Nina Chocolate', '#7eleventw', '#Thermal cocoa', '#Taiwan food']",
10,3483000,2024-10-09T21:39:58.000Z,1316000,898,0,1,"['#mechanic', '#job', '#mechaniclife', '#mechanical', '#mechanicproblems', '#solve', '#problem', '#ideas', '#newtech', '#newtechnology', '#thebest', '#satisfyingvideo', '#nextlevel', '#techworld', '#Socignification', '#amazing', '#techlover', '#jobdone', '#innovation', '#skill', '#machines', '#gadgets', '#ilovemyjob', '#omgrobots', '#diy', '#jcb', '#progress', '#engineeringmarvel', '#tools', '#heavymachines']",
11,15000,2024-11-12T12:37:42.000Z,113000,165,0,1,"['#Xinjiang', '#Yili', '#Resident', '#About my Xinjiang family', '#Orange cat']",
12,151000,2024-11-14T03:39:16.000Z,33000,201,0,1,"['#Wonderful quotation', '#Quotation', '#Classic quotation', '#Quotation control', '#Quotation sharing', '#Quotation series', '#Quotation sentence', '#Mood quotes', '#Life quotation', '#Inspirational quotation', '#Love quotes', '#Emotional quotation', '#Healing quotation', '#Positive energy quotation', '#Persuasion']",
13,438000,2024-11-12T02:31:28.000Z,17000,36,1,0,"['#Girlstalk Food', '#McGriddle', '#Muffin burger', ""#McDonald's muffin burger"", ""#McDonald's new product"", ""#McDonald's breakfast"", '#NA edition']",漢堡、半圓形餡餅、薄煎餅、麵包和文字的圖像.
14,664000,2024-11-15T04:20:06.000Z,32000,91,0,1,"['#Christmas', '#Christmas', '#festival', '#festival', '#Have a holiday', '#interesting', '#Cold knowledge', '#Maria Kelly', '#MariahCarey', '#christmas', '#xmas', '#qi', '#alliwantforchristmasisyou']",
15,2146000,2024-11-01T07:44:51.000Z,164000,390,0,1,[],
16,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#Xiong Dailin', '#Guo Kesong', '#Sing Tao Headline Entertainment']",4 個人和文字的圖像.
17,345000,2024-11-10T09:02:34.000Z,37000,197,0,1,[],
18,346000,2024-09-05T09:50:48.000Z,41000,174,0,1,"['#Taichung Late Night House', '#Kinomo Late Night Wine Living Residence', '#Two pig girls eat Taichung', '#Taichung Food', '#Taichung', '#Taichung Kosakura', '#Taichung Night', '#Taichung Kosakura', '#Central area', '#Central District Food', '#Taichung Central District', '#taichung', '#taichungfood', '#Taichungfoodie', '#Popyummy Taichung', '#Taichung Restaurant', '#Taichung Food Recommendation', '#Taichung Food Map']",
19,179000,2024-10-14T02:12:43.000Z,5451000,432,0,1,[],
20,701000,2024-11-15T12:54:31.000Z,13000,102,0,1,"['#makeup', '#Makeup', '#Autumn and winter makeup']",
21,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#Xiong Dailin', '#Guo Kesong', '#Sing Tao Headline Entertainment']",4 個人和文字的圖像.
22,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#Edema', '#moisture', '#Dampness', '#Hip', '#Office worker', '#core', '#Thin waist', '#Dispel', '#constipate', '#Irregular menstruation', '#indigestion', '#Probiotics', '#woman', '#Postpartum', '#Taichung', '#Double 11']",文字的圖像.
23,383000,2024-11-14T12:27:18.000Z,,78,0,1,"['#Taipei Food', '#Ximen Food', '#Ximending Food', '#Taichung Food', '#Tainan Food', '#Kaohsiung Food', '#Xinyi District Food', '#Zhongshan Station Food', ""#McDonald's"", '#Banqiao Food', '#Taoyuan Food', '#East District Food']",
24,959000,2024-10-16T06:54:26.000Z,662000,803,0,1,"['#Barahk', '#brahacks', '#fashion', '#fashionstyle', '#fashiongram']",
25,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#Festival', '#Electronic node', '#Hong Kong school', '#Hong Kong Electric', '#hongkongmusic', '#Dish', '#Quan Zhilong', '#Electronic music', '#hkdjs', '#hkedm', '#Dance', '#GDRagon', '#GDRagon', '#Performance', '#singing', '#Alanwalker', '#Sing', '#gdragonbigbang', '#hkparty', '#LKF', '#Lankwavong', '#raveparty', '#Electronic sound', '#Stubborn', '#Nightclub', '#Hong Kong', '#music', '#Guan Juying', '#Lan Kwai Fong']",2 個人、瀏海、上衣和文字的圖像.
26,70000,2024-08-20T09:10:00.000Z,14000,52,1,0,"['#Cause', '#humor', '#Humorous life', '#Funny pictures', '#Funny stalk', '#Taiwan fans']",
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,271000,2024-09-22T11:17:06.000Z,1525,6,1,0,"['#Nutritionist', '#healthy', '#diet', '#Light food', '#Calories', '#Eating out', '#NU editor outside food', '#Muscle increase and fat', '#Muscle increase', '#Reduce fat', '#lose weight', '#Lose weight', '#nuturefit', '#NutureFit nutritionist', '#Louisa', '#Louisa Coffee', '#Louisa', '#breakfast']",半圓形餡餅、麵包、三明治、派餅和文字的圖像.
29,246000,2024-09-17T15:26:19.000Z,4023000,243,0,1,"['#viral', '#reels', '#comedy', '#Foreau', '#blessed', '#godisgreat', '#breathable', '#Tomb']",
30,459000,2024-10-15T03:24:12.000Z,183000,139,0,1,"['#love', '#lovequotes', '#lovestatus', '#indianfestival', '#Virat Kohli', '#Radherade', '#Runrophones', '#Foreau', '#Lovestory', '#holi', '#garba', '#Dandiya', '#Navaratri', '#Famous', '#instagood', '#instareels', '#explorepage', '#oldsongs', '#oldisgold', '#90s', '#90sbollywood', '#90ssongs', '#90sfashion', '#Runrophones', '#exploremore', '#trandingtopic', '#virushkaforever']",
31,108000,2024-11-09T05:00:00.000Z,10000,14,0,1,"['#SSW generation Z', '#SSwagger', '#Editor S', '#slug', '#Prodigned', '#Danadanope', '#creepynuts', '#otooike', '#Demon Slayer', '#demonslayeredit', '#from the demons', '#animecrossover', '#aigenerated', '#midjourney']",
32,252000,2024-11-13T10:01:49.000Z,31000,54,0,1,"['#Great idea', '#South Korea Daichuang', '#Myeongdong Soul', '#Bright cave', '#South Korea', '#Korean tourism', '#Korean shopping', '#Korean Raiders', '#Korean tourism']",
33,41000,2024-11-14T06:00:04.000Z,6613,8,1,0,[],塑膠袋、垃圾和文字的迷因.
34,27000,2024-11-15T11:37:58.000Z,55000,340,0,1,"['#Advertising Blood Research Institute', '#Dean Wawa', '#advertise', '#Creativity', '#marketing', '#wawa', '#Board bridge', '#New Taipei Christmas City']",
35,1418000,2024-11-13T09:44:49.000Z,413000,198,0,1,"['#talent', '#fashion', '#ai', '#movie']",
36,21000,2024-11-15T11:25:03.000Z,16000,68,0,1,"['#Universal', '#sports', '#Sports fish', '#Badminton', '#Axian dynamic comes']",
37,31000,2024-11-14T06:55:59.000Z,2949,54,1,0,"['#Honey roast tea Ou Lei', '#Tom Cat and Jerer Rat', '#Tim eats food', ""#Follow Tim all over Taiwan's food attractions"", '#7eleven', '#New article', '#711 limited', '#New product', '#Supermarket food', '#Beef workshop']",牛奶、巧克力牛奶和文字的圖像.
38,21000,2024-11-10T07:40:00.000Z,1498,5,1,0,"['#Self -improvement', '#Self -growth', '#Perception']",顯示的文字是「這其實是 上天在保護你 上天在」的圖像.
39,326000,2024-11-14T02:19:40.000Z,4173,1,1,0,"['#FOODY Food', '#FOODY Food in Taiwan', '#Taiwan', '#7ELEVEN', '#World Cake Day', '#LADEARS', '#Chocolate raw milk roll', '#Kitkat dessert', '#Winter -limited', '#Dessert discount', '#Healing dessert', '#Chocolate', '#New article', '#7ELEVEN', '#Foody', '#Taiwan']",威化餅和文字的圖像.
40,670000,2024-10-11T06:46:19.000Z,449000,396,0,1,[],
41,112000,2024-11-08T09:12:31.000Z,9123,18,1,0,"['#Cause', '#Stalk', '#Haoyin']",4 個人和文字的迷因.
42,127000,2024-11-12T11:21:13.000Z,,60,1,0,"['#Unpack', '#Well -being', '#Mini villain cake', '#Dortina mini prestige cake', '#FY eat', '#Kaohsiung Food', '#Taiwan food', '#Good City', '#costco', '#Taipei Food', '#New North Food', '#Taoyuan Food', '#Taichung Food', '#Tainan Food', '#food', '#Foodie', '#chocolate', '#Prestige', '#Hazelnut chocolate', '#foodreels', '#instant', '#chocolate', '#instareels', '#foodstagram']",巧克力棒、威化餅、派餅和文字的圖像.
43,1353000,2024-11-12T01:13:16.000Z,113000,121,1,0,[],3 個人、大家在打籃球、籃球衣、球、海報、籃板、計分板和文字的圖像.
44,695000,2024-11-08T10:37:48.000Z,40000,156,1,0,[],1 人、毛髮、襯裙、胸罩和襯衣的圖像.
45,7888000,2024-10-30T20:49:19.000Z,530000,305,0,1,[],
46,14000,2024-11-12T11:44:34.000Z,4824,25,0,1,"['#kate', '#Monster lipstick', '#G03']",
47,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#Festival', '#Electronic node', '#Hong Kong school', '#Hong Kong Electric', '#hongkongmusic', '#Dish', '#Quan Zhilong', '#Electronic music', '#hkdjs', '#hkedm', '#Dance', '#GDRagon', '#GDRagon', '#Performance', '#singing', '#Alanwalker', '#Sing', '#gdragonbigbang', '#hkparty', '#LKF', '#Lankwavong', '#raveparty', '#Electronic sound', '#Stubborn', '#Nightclub', '#Hong Kong', '#music', '#Guan Juying', '#Lan Kwai Fong']",2 個人、瀏海、上衣和文字的圖像.
48,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#Edema', '#moisture', '#Dampness', '#Hip', '#Office worker', '#core', '#Thin waist', '#Dispel', '#constipate', '#Irregular menstruation', '#indigestion', '#Probiotics', '#woman', '#Postpartum', '#Taichung', '#Double 11']",文字的圖像.
49,1624000,2024-11-15T13:19:19.000Z,,202,1,0,"['#Narumi Cultural Park', '#Songbaixuan Landscape Restaurant', '#Matsummer Club', '#Dingxin and the German Culture and Education Foundation', '#Yongjing', '#Changhua']",1 人、毛髮和洋裝的圖像.
50,142000,2024-09-18T00:08:28.000Z,252000,15,0,1,[],
51,86000,2024-09-24T15:26:28.000Z,63000,160,0,1,[],
52,174000,2024-11-11T06:01:08.000Z,13000,139,1,0,"['#POPO heat topic', '#Korean star', '#Felix', '#珉 奎 奎', '#Traine', '#KPOP', '#Popo note']",2 個人、毛髮和文字的圖像.
53,31000,2024-11-12T05:41:43.000Z,2556,35,1,0,"['#Bingxin cheese bar', '#Basque cheese cake', '#Black gold cheese salt', '#Tim eats food', ""#Follow Tim all over Taiwan's food attractions"", '#New article', '#Family', '#Family convenience store', '#Supermarket food', '#Supermarket dessert', '#Taiwan food', '#Taiwanese food', '#Unpack', '#New product listing']",戚風蛋糕、派餅和起司蛋糕的圖像.
54,103000,2024-11-10T14:49:17.000Z,15000,87,1,0,"['#McGriddle', '#Thick bulletbuba', '#mcdonalds', '#McGriddle', ""#McDonald's"", ""#McDonald's breakfast"", '#Maple Sugar Poster', '#Limited time', '#New article', '#New product listing', '#Mac gridor', ""#McDonald's""]",漢堡、薄煎餅、香腸、蛋和文字的圖像.
55,132000,2024-11-14T09:47:05.000Z,58000,189,0,1,"['#Salted', '#Salt', '#fish', '#night market', '#A Qingshi', '#Taiwanese']",
56,4356000,2024-11-12T13:44:24.000Z,96,43,0,1,"['#explorepage', '#viral', '#reels', '#job', '#work']",
57,27000,2024-11-10T08:30:14.000Z,5416,60,1,0,"['#misterdonut_taiwan', '#mystery donut', '#Donut', '#Taichung Food', '#Taipei Food', '#New North Food', '#Changhua Food', '#Nantou Food', '#Tainan Food', '#Kaohsiung Food', '#Taoyuan Food', '#Chiayi Food', '#Yunlin Food', '#Miaoli Food', '#Keelung Food', '#Yilan Food', '#Hualien Food', '#Taitung Food', '#Pingtung Food', '#Hsinchu Food']",文字的圖像.
58,41000,2024-11-13T04:59:21.000Z,1920,2,1,0,[],蛋黃和文字的圖像.
59,97000,2024-11-13T13:01:03.000Z,56000,124,0,1,"['#Real story', '#sisters', '#friend', '#Friendship']",
60,46000,2024-11-11T09:30:40.000Z,845,4,1,0,"['#Little Seven Limited', '#Hersheys', '#Chocolate soft biscuits', '#Teatea to eat super merchant', '#Taiwan food', '#Supermarket food', '#Xiaoqi', '#Little Seven Food']",燕麥餅乾、巧克力棒、餅乾和文字的圖像.
61,740000,2024-10-17T15:19:03.000Z,323000,331,0,1,[],
62,108000,2024-11-11T05:25:19.000Z,8459,14,1,0,"['#SSW generation Z', '#SSwagger', '#Editor S', '#origami', '#Origami', '#anime', '#art', '#slug', '#Okarung', '#onepiece', '#luffy', '#dragonball', '#goku', '#joke', '#JJK', '#Magic battle', '#Mantra war back', '#figure', '#animation', '#insect', '#hobby']",禿鷹、海報、舞台服裝、安全帽和文字的圖像.
63,28000,2024-11-15T09:39:37.000Z,16000,46,0,1,[],
64,20000,2024-11-08T12:30:11.000Z,2983,12,1,0,"['#dingzi takes you to learn to love better', '#Emotional sharing', '#marriage', '#men and women', '#Lack of love', '#the truth', '#Girls must watch', '#Positive prediction', '#ambiguous', '#emotion', '#Couple', '#Love skills', '#love', '#psychology', '#Intimate relationship', '#Divination', '#Emotional knowledge']",文字的圖像.
65,151000,2024-11-11T04:39:08.000Z,57000,107,0,1,[],
66,1750000,2024-10-15T12:45:51.000Z,317000,479,0,1,[],
67,383000,2024-11-14T02:30:55.000Z,,341,0,1,"['#Taipei Food', '#Xinyi District Food', '#Taoyuan Food', '#Kaohsiung Food', '#East District Food', '#711', '#7eleven', '#Banqiao Food', '#Zhongshan Station Food', '#Taichung Food']",
68,247000,2024-11-13T15:28:19.000Z,47000,90,1,0,[],1 人、打棒球、體育場和文字的圖像.
69,99000,2024-11-08T12:53:12.000Z,99000,158,0,1,"['#truelove', '#love', '#lovequotes', '#couplegoals', '#relationshipgoals', '#instagram', '#quotes', '#life', '#loveislove', '#instagood', '#follow', '#couple', '#loveyou', '#like', '#Lovestory', '#feelings', '#lovers', '#cute', '#couples', '#loveyourself', '#happy', '#relationship', '#trending', '#family', '#poetry', '#true', '#beautiful', '#forever', '#explore', '#happiness']",
70,1974,2024-08-28T01:32:33.000Z,133,0,1,0,"['#Collect', '#Super Business Lunch Guide', '#Wei Ting said', '#Xiaoqi', '#New article', '#Calories', '#500 card', '#Chinese food', '#Supermarket food']",豆腐的圖像.
71,71000,2024-10-22T03:44:09.000Z,3159,0,1,0,"['#funny', '#Cause', '#funnymemes', '#happy', '#Source help', '#Laughed', '#memes', '#lol', '#Cause', '#Eroticism', '#Old driver', '#Erotic stalk', '#Fanxian']",文字的圖像.
72,101000,2024-09-25T02:55:40.000Z,2050,3,1,0,['#Guanghua Daily'],2 個人和文字的圖像.
73,64000,2024-11-13T04:43:47.000Z,2093,17,1,0,"['#Cause', '#Stalk', '#Oblinter stalk', '#Mag']",文字的迷因.
74,4621000,2024-10-08T10:12:54.000Z,224000,373,0,1,"['#reels', '#explore', '#funny', '#viral', '#memes', '#jokezar', '#meme', '#boys']",
75,50000,2024-11-09T15:31:02.000Z,236000,283,0,1,[],
76,46000,2024-11-12T03:52:03.000Z,986,13,1,0,"['#New family', '#Black gold cheese salt', '#Teatea to eat super merchant', '#Teatea eat convenience store', '#Taiwan food', '#Supermarket food', '#Convenience store food']",等足類動物、蠕蟲和文字的圖像.
