Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description
1,2301000,2024-11-08T17:02:38.000Z,5169,119,0,1,"['#freestyle', '#rap', '#hiphop']",
2,419000,2024-11-10T12:02:25.000Z,4,85,0,1,[],
3,74000,2024-11-09T07:55:16.000Z,7562,123,1,0,[],1 人、項鍊、保羅領帶和運動褲的圖像.
4,10000,2024-10-28T13:10:00.000Z,1239449,4,1,0,[],派餅和文字的塗鴉.
5,27000,2024-10-20T08:15:53.000Z,8827,25,0,1,[],
6,1883,2024-11-09T04:46:36.000Z,25,1,0,1,"['#1111', '#人', '#财 运', '#[', '#显 [盛']]",
7,3698,2024-11-09T21:15:52.000Z,18,3,1,0,[],1 人、裙子、上衣、迷你裙和高領上衣的圖像.
8,9719,2024-11-02T13:43:35.000Z,91120,11,1,0,"['#happyhalloween', '#halloween', '#Halloween', '#万 [', '#",1 人、美妝、保羅領帶、頸鍊、項鍊和文字的圖像.
9,4073,2024-11-10T07:18:02.000Z,241,4,0,1,"['#[[[[[[_ 吧 [[[', '#电 音 [[', '#天 [[[', '#五 太', '#20241110', '#南 鯓 鯓 鯓 鯓 鯓Dai Tianfu ']",
0,80000,2024-09-30T14:00:37.000Z,14000,17,0,1,"['#treding', '#viral', '#instagram', '#odiareels', '#odiasong', '#odivelas', '#view', '#video', '#lovestatus', '#alonequotes', '#alonestatus', '#newpost', '#lovequotes', '#trendingreels', '#sadvideos', '#sadstatus', '#sadreels', '#pageexplore', '#explore', '#love', '#odisha', '#bhubaneswar', '#rahulcreation55']",
0,196000,2024-09-28T16:31:22.000Z,415000,201,0,1,"['#innovation', '#technology', '#science', '#skill', '#tech', '#automation', '#mechanical', '#civilengineering', '#machinery', '#heavyequipment', '#mechanic', '#engineering', '#jcb', '#machines', '#electronics', '#machine', '#technews', '#instatech', '#tools', '#ideas', '#ilovemyjob', '#manufacturing', '#gadgets', '#future', '#awesome', '#worldofengineering', '#satisfying', '#thebest', '#satisfyingvideo', '#futuretech']",
1,1969000,2024-11-09T15:44:10.000Z,119000,373,0,1,[],
0,139000,2024-11-04T09:22:26.000Z,117000,172,0,1,"['#love', '#fashion', '#instagram', '#photooftheday', '#foryou', '#art', '#beautiful', '#happy', '#nature', '#travel', '#follow', '#cute', '#style', '#instadaily', '#tbt', '#repost', '#summer', '#beauty', '#food', '#instalike', '#photo', '#me', '#music', '#friends', '#radharani', '#smile', '#family', '#fun', '#viral', '#trending']",
1,93000,2024-11-10T04:00:10.000Z,12000,27,1,0,"['#[,', '#[图', '#迷 因 [', '#迷 因 [图', '#memes']",文字的迷因.
2,28000,2024-11-08T10:30:06.000Z,3755,41,1,0,[],1 人、毛髮和文字的圖像.
3,27000,2024-11-14T03:44:26.000Z,6332,30,1,0,"['#godiva', '#Taichung Food', '#Taipei Food', '#[[[', '#彰 [[', '#Nantou Food', '#[[', '#Kaohsiung Food', '# Taoyuan Food ','#','#','#','#Keelung cuisine ','#','#','#','# Pingtung Food ','#Hsinchu Food ']",冰淇淋、義式冰淇淋和文字的圖像.
4,435000,2024-11-12T08:15:49.000Z,9582,37,1,0,"['#[[[[', '#Gd', '#gd imitation makeup', '#[[', '#[容 容']",1 人、瀏海、上衣和文字的圖像.
5,114000,2024-10-18T18:30:31.000Z,2589000,165,0,1,"['#cat', '#kitten', '#baby', '#AI', '#jerryspringer', '#fyp', '#viral']",
6,777000,2024-11-09T05:50:28.000Z,45000,121,1,0,[],文字的圖像.
7,48000,2024-11-11T10:52:53.000Z,3009,6,1,0,[],1 人、毛髮和文字的圖像.
8,208000,2024-11-15T13:02:25.000Z,43000,90,0,1,[],
9,50000,2024-11-13T09:43:20.000Z,4467,77,1,0,"['#McDonald's',' #MCDONALDS ','#muffin ','#McDonald's new product ','#hamburger ','#new product report ','#[[[','#全 [',' #Kaohsiung Food Map ','#','#Breakfast ','#吃 ','#McDonald's Breakfast ']",三明治、薄煎餅、威化餅、香腸、麵包和文字的圖像.
10,99000,2024-11-10T01:51:38.000Z,82000,127,0,1,"['#truelove', '#love', '#couplegoals', '#lovequotes', '#relationshipgoals', '#instagram', '#loveislove', '#instagood', '#quotes', '#couple', '#lovestory', '#trending', '#explore', '#relationships', '#family', '#life', '#feelings', '#loveyou', '#soulmate', '#follow', '#iloveyou', '#relationship', '#cute', '#lovers', '#poetry', '#explorepage', '#like', '#couples', '#happiness', '#forever']",
11,446000,2024-11-12T08:02:17.000Z,4879,28,1,0,"['#[[[', '#[[Shopping', '#genuine guarantee', '#Shopeetw']",文字的圖像.
12,41000,2024-11-10T03:03:59.000Z,4430,17,1,0,[],香菸和文字的插圖.
13,22000,2024-11-11T12:15:10.000Z,,90,1,0,"['#Buy one get one free', '#[[', '#[[', '#offer', '#new product', '#new product listing', '#Japan', '#[McDonald's','# Maple Sugar Poison Castle ','#','#','#McDonald's', '#', '#', '#', '#' , '#,,', '#Taipei Food', '#,,,', '#Hsinchu Food', '#Keelung Food', '#,,,', '#,,', '#彰,', ' #','#Kaohsiung Food ','#Hualien Food ']",漢堡、薄煎餅和文字的圖像.
14,121000,2024-11-10T04:33:06.000Z,7996,25,1,0,"['#Yilan', '#宜 [', '#[[[']",1 人、微笑、短褲、上衣和戶外的圖像.
15,2541000,2024-09-24T04:49:15.000Z,2013000,412,0,1,[],
16,252000,2024-10-30T08:05:51.000Z,71000,269,0,1,['#timeflies'],
17,11000,2024-10-28T14:34:36.000Z,4042,12,1,0,"['#[,', '#[[', '#[小 小 [小 [[,'#迷 小 小 ['', '#[[[小 小 小 小 小 小 小'#' ','#图 ','#图 series ','#梗 ','#图 因 因 ','#funny ','#hell ','#hell stalk '' ]",4 個人和文字的圖像.
18,65000,2024-10-30T16:24:51.000Z,0,72,1,0,[],1 人、毛髮和胸罩的圖像.
19,278000,2024-10-26T04:00:00.000Z,63000,290,0,1,"['#Husband and wife', '#[', '#[', '#[', '#emotion', '#stable']",
20,166000,2024-11-12T17:04:44.000Z,161000,409,0,1,[],
21,58000,2024-11-13T15:39:08.000Z,4149,16,1,0,[],2 個人和文字的圖像.
22,207000,2024-11-13T09:23:27.000Z,4615,3,0,1,"['#Doctor', '#Faceme', '#Korean drama']",
23,101000,2024-11-13T03:29:56.000Z,851,11,1,0,['#Guanghua Daily'],1 人和文字的圖像.
24,11000,2024-11-06T04:41:34.000Z,9071,44,1,0,"['#Gidi Kimjang Look', '#Obok Red Bean Life']]",2 個人、頭巾、蓋頭巾和文字的圖像.
25,219000,2024-11-12T11:21:31.000Z,339000,116,0,1,[],
26,599000,2024-10-30T12:54:27.000Z,39000,76,1,0,[],2 個人、舞台服裝和文字的圖像.
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,98000,2024-11-08T08:00:00.000Z,6844,51,0,1,"['#koobii university', '#sonyzv1ll', '#[', '#[', '#腹 muscle', '#below']",
0,357000,2024-11-13T22:21:30.000Z,322000,563,0,1,"['#Spaday', '#rotinacapillary', '#Auto -Estima']",
1,63000,2024-11-10T12:07:12.000Z,2683,6,1,0,[],1 人、毛髮、上衣和文字的圖像.
2,97000,2024-11-15T13:01:58.000Z,31000,88,0,1,"['#Scorpio', '#星', '#[', '#Friend']",
3,137000,2024-11-14T03:50:08.000Z,3847,0,1,0,"['#Di Kang', '#opt', '#drwu', '#Ahc', '#[', '#[', '#cnp', '#Prmay', '#[', '# The air cushion ','#气 ','#隐 气 ','#气 气 ','#保 ','#makeup ','#discount ','#offer ',' #Poya Baoya ',' #Poyabeauty '#Poyagirls', '#beauty', '#Makeup']",美髮產品、護手霜、乳液和文字的圖像.
4,5891,2024-11-13T15:01:58.000Z,32000,126,0,1,"['#Breakup', '#Memoirs', '#Old love', '#others', '#心']]",
5,816000,2024-11-12T21:45:41.000Z,545000,268,0,1,"['#Obras',' #Obra ','#Construction ',' #Construction ',' #Pedreiro ',' #Casa ',' #arquitetura ',' #Engineering ',' #Construccion ',' #arquitetura '', '#pincture', '#pinitis', '#pintor', '#pain', '#painting']",
6,87000,2024-11-08T12:00:16.000Z,5614,4,1,0,"['#[', '#猫', '#[[[', '#猫 星 [', '#猫 星 [[', '#meow star', '#meow star daily', '#meow', '### Magnation ','#','#迷 因 ','#迷 因 图 ',' #memes']",懶猴和文字的迷因.
7,145000,2024-11-15T10:40:00.000Z,13000,75,0,1,"['#[[', '#[[', '#[[[', '#Ada']",
8,156000,2024-11-14T11:10:46.000Z,23000,41,0,1,"['#[[小 [', '#[吃 吃 [[不 [[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[不 不 不 ”",
9,31000,2024-11-11T09:08:36.000Z,2343,3,1,0,"['#Chocolate control', '#misterdonuts','#[[','#chocolate donut ','#Nina chocolate ','#7eleventw ','#[cocoa ','#Taiwan food ']",
10,3483000,2024-10-09T21:39:58.000Z,1316000,898,0,1,"['#mechanic', '#job', '#mechaniclife', '#mechanical', '#mechanicproblems', '#solve', '#problem', '#ideas', '#newtech', '#newtechnology', '#thebest', '#satisfyingvideo', '#nextlevel', '#techworld', '#sosatisfying', '#amazing', '#techlover', '#jobdone', '#innovation', '#skill', '#machines', '#gadgets', '#ilovemyjob', '#omgrobots', '#diy', '#jcb', '#progress', '#engineeringmarvel', '#tools', '#heavymachines']",
11,15000,2024-11-12T12:37:42.000Z,113000,165,0,1,"['#Xinjiang', '#[' ','#[[','#[about my Xinjiang family ','#orange cat ']",
12,151000,2024-11-14T03:39:16.000Z,33000,201,0,1,"['#Wonderful quotations','#quotation ','#classic quotes', '#quotation control', '#quotation sharing', '#quotation series','#quote sentence ','#mood quotation ','# Life quotations', '#人 人', '#人 人', '#情 quotes','#人 人 ','#positive energy quotation ','#人 人 录 ']]",
13,438000,2024-11-12T02:31:28.000Z,17000,36,1,0,"['#Girlstalk gourmet', '#mcgriddle', '#松 [' ','#[[[[','#McDonald's new product ','#McDonald's breakfast ',' #NA editor ']",漢堡、半圓形餡餅、薄煎餅、麵包和文字的圖像.
14,664000,2024-11-15T04:20:06.000Z,32000,91,0,1,"['#Christmas', '#[', '#[', '#festival', '#[', '#fun', '#cold knowledge', '#Maria Kelly', '#mariahcarey', '#Christmas', '#xamas', '#qi', '#alliwantForchristmasiyou']]",
15,2146000,2024-11-01T07:44:51.000Z,164000,390,0,1,[],
16,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#Xiong Dailin', '#[[颂', '#[[[娱']",4 個人和文字的圖像.
17,345000,2024-11-10T09:02:34.000Z,37000,197,0,1,[],
18,346000,2024-09-05T09:50:48.000Z,41000,174,0,1,"['#Taichung Late Night Late Night izakaya', '#[[[[[[[', '#two pig girls eat Taichung', '#Taichung cuisine', '#Taichung', '#酒 酒', '#[宵', '#' '', '#', '#', '#', '#Taichung', '#Taichungfood', '#Taichungfoodie', '#popyummy', '# Restaurant ','#Taichung Food Recommended ','#Taichung Food Map ']]",
19,179000,2024-10-14T02:12:43.000Z,5451000,432,0,1,[],
20,701000,2024-11-15T12:54:31.000Z,13000,102,0,1,"['#Makeup', '#Makeup', '#秋 [[']",
21,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#Xiong Dailin', '#[[颂', '#[[[娱']",4 個人和文字的圖像.
22,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#Elderly edema', '#[', '#[[', '#[[', '#office worker', '#core', '#thin waist', '#[[', '# Constipation ','#Menstrual irregularity ','#digestion bad ','#probiotics', '#便', '#postpartum', '#Taichung', '#Double 11']]",文字的圖像.
23,383000,2024-11-14T12:27:18.000Z,,78,0,1,"['#Taipei Food', '#西 [', '#西 [[', '#[[', '#[[', '#Kaohsiung cuisine', '#信 [[', '#Zhongshan Station Food Food '##McDonald's', '#Banqiao Food', '#', '#East District Food']]",
24,959000,2024-10-16T06:54:26.000Z,662000,803,0,1,"['#brahack', '#brahacks', '#fashion', '#fashionstyle', '#fashiongram']",
25,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#Music Festival', '#[音', '#Hong Kong School', '#[[', '#Hongkongmusic', '#[[', '#权 [', '#electronic music', '#hkdjs', '#hkedm', '#曲', '#gdragon', '#gdragon', '#', '#', '#alanWalker', '#', '#GDRAGONBIGBIGBANG', '#hkparty', '#LKF', '#lankwaifong', '#raveparty', '#', '#HKDJ', '#夜', '#', '#', '#关 英 英' ','#'']",2 個人、瀏海、上衣和文字的圖像.
26,70000,2024-08-20T09:10:00.000Z,14000,52,1,0,"['#[,', '#Humorous', '#humorous life', '#funny picture', '#搞 [图', '#[[']",
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,271000,2024-09-22T11:17:06.000Z,1525,6,1,0,"['#Nutritionist', '#[', '#饮 [', '#轻 食', '#[', '#外 食', '#Nu editing outer food', '# Muscle enhancement ','#fat loss ','#weight loss ','#weight loss ',' #nutureFit ',' #nutureFit nutritionist ','#增 易 ','#增 增 增 ',' #Louisa '' , '#breakfast']",半圓形餡餅、麵包、三明治、派餅和文字的圖像.
29,246000,2024-09-17T15:26:19.000Z,4023000,243,0,1,"['#Viral', '#Reels', '#Comedy', '#Fayu', '#Blessed', '#Godisgrate', '#Dishwani', '#Thambdichandi'",
30,459000,2024-10-15T03:24:12.000Z,183000,139,0,1,"['#Love', '#Lovequotes', '#Lovestatus', '#indianfestival', '#Viratkohli', '#Radheradhe', '#Radherofeel', '#Foryou', '#Fory', '#holi', '#Garba', '#Dandiya', '#Navaratri', '#Famus', '#Instagood', '#Instarels', '#Exploreepage', '#LDSongs', '#90S', '#90sbollywood', '#90ssongs', '#90Sfashion', '#Relkarofeelkaro', '#Exploremore', '#trandingtopic', '#Virushkaforever'",
31,108000,2024-11-09T05:00:00.000Z,10000,14,0,1,"['#SSW 世代 Z', '# 小編 S', '#Creneoneone's', '#Dreneneee','#dieneerseres issued', '#andecsover', '#aigenated', '#aigenated', '#aigenated'",
32,252000,2024-11-13T10:01:49.000Z,31000,54,0,1,"['#[[', '#Korean Daichuang', '#明 [[', '#明 [', '#Korea', '#Korean Touring', '#[[', '#Korean Raiders'' , '#Korea Tourism']",
33,41000,2024-11-14T06:00:04.000Z,6613,8,1,0,[],塑膠袋、垃圾和文字的迷因.
34,27000,2024-11-15T11:37:58.000Z,55000,340,0,1,"['#[院 [[', '#[[w w [,'#[','#[','#[[',' #wawa ','#Banqiao ','#[[['' ]",
35,1418000,2024-11-13T09:44:49.000Z,413000,198,0,1,"['#talent', '#fashion', '#ai', '#movie']",
36,21000,2024-11-15T11:25:03.000Z,16000,68,0,1,"['#YUNIVERSE', '#[', '#运动 [', '#badminton', '#贤 [齐 齐']]",
37,31000,2024-11-14T06:55:59.000Z,2949,54,1,0,"['#[[[' ','#Tom cat and Jelery Rat ',' #Tim eat food ','#[[[[[[[[[','#7eleven ','#New product ',' #711 limited ','#','#Super Shang Food ','#坊 ']",牛奶、巧克力牛奶和文字的圖像.
38,21000,2024-11-10T07:40:00.000Z,1498,5,1,0,"['#Self -improvement', '#self -growth', '#perception']",顯示的文字是「這其實是 上天在保護你 上天在」的圖像.
39,326000,2024-11-14T02:19:40.000Z,4173,1,1,0,"['#Foody Eat "",' #Foody to eat in Taiwan ','#[','#7Eleven ','#[[[',' #ladears', '#chocolate milk roll', '#kitkat dessert' '#Winter limited', '#dessert discount', '#heal dessert', '#chocolate control', '#new product', '#7eleven', '#foody', '#taiwan']]",威化餅和文字的圖像.
40,670000,2024-10-11T06:46:19.000Z,449000,396,0,1,[],
41,112000,2024-11-08T09:12:31.000Z,9123,18,1,0,"['#[', '#[图', '#洨 洨 因']",4 個人和文字的迷因.
42,127000,2024-11-12T11:21:13.000Z,,60,1,0,"['#[[', '#[[[', '#Mini prestige cake', '#Dopidina mini prestige cake', '#Fy eat', '#Kaohsiung food', '#全 [[[[[ Food ','#美 美 美 美 ',' #costco ','#美 美 ','#新 美 ','#美 美 ','#美 美 ','#美 美 ',' #Food ' , '#Foodie', '#chocolate', '#威,', '#,,,', '#Foodreels', '#Instafood', '#Chocolate', '#Instareels', '#Foodstagram']",巧克力棒、威化餅、派餅和文字的圖像.
43,1353000,2024-11-12T01:13:16.000Z,113000,121,1,0,[],3 個人、大家在打籃球、籃球衣、球、海報、籃板、計分板和文字的圖像.
44,695000,2024-11-08T10:37:48.000Z,40000,156,1,0,[],1 人、毛髮、襯裙、胸罩和襯衣的圖像.
45,7888000,2024-10-30T20:49:19.000Z,530000,305,0,1,[],
46,14000,2024-11-12T11:44:34.000Z,4824,25,0,1,"['#Kate', '#Monster Lipstick', '#G03']",
47,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#Music Festival', '#[音', '#Hong Kong School', '#[[', '#Hongkongmusic', '#[[', '#权 [', '#electronic music', '#hkdjs', '#hkedm', '#曲', '#gdragon', '#gdragon', '#', '#', '#alanWalker', '#', '#GDRAGONBIGBIGBANG', '#hkparty', '#LKF', '#lankwaifong', '#raveparty', '#', '#HKDJ', '#夜', '#', '#', '#关 英 英' ','#'']",2 個人、瀏海、上衣和文字的圖像.
48,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#Elderly edema', '#[', '#[[', '#[[', '#office worker', '#core', '#thin waist', '#[[', '# Constipation ','#Menstrual irregularity ','#digestion bad ','#probiotics', '#便', '#postpartum', '#Taichung', '#Double 11']]",文字的圖像.
49,1624000,2024-11-15T13:19:19.000Z,,202,1,0,"['#[[#', '#松 [[[' ','#松 [['', '#[[[[[[[', '#永 [', '#[']]",1 人、毛髮和洋裝的圖像.
50,142000,2024-09-18T00:08:28.000Z,252000,15,0,1,[],
51,86000,2024-09-24T15:26:28.000Z,63000,160,0,1,[],
52,174000,2024-11-11T06:01:08.000Z,13000,139,1,0,"['#Popo hot topic', '#Hanxing', '#Felix', '#珉 [', '#训 训', '#kpop', '#popo note']",2 個人、毛髮和文字的圖像.
53,31000,2024-11-12T05:41:43.000Z,2556,35,1,0,"['#Bingxin cheese bar', '#Bask cheese cake', '#[[[颂 颂', '#tim eats food', '#follow the tim to the whole Taiwan food attraction', '#new product', '#Family', '#Family Convenience Store', '#', '#超 "" ]",戚風蛋糕、派餅和起司蛋糕的圖像.
54,103000,2024-11-10T14:49:17.000Z,15000,87,1,0,"['#Mcgride', '#[松 [', '#MCDONALDS', '#MCGRIDDLE', '#McDonald's "",'#McDonald's breakfast ','#枫 松 松 [['', '# '#New product', '#New product listing', '#マ マ ッ ク グ リ ド ル', '#マ マ ドナ ル ド']",漢堡、薄煎餅、香腸、蛋和文字的圖像.
55,132000,2024-11-14T09:47:05.000Z,58000,189,0,1,"['#Salt Bakery', '#[Bake "",'#[','#Night Market ','#庆 [','#[']",
56,4356000,2024-11-12T13:44:24.000Z,96,43,0,1,"['#explorepage', '#viral', '#reels', '#job', '#work']",
57,27000,2024-11-10T08:30:14.000Z,5416,60,1,0,"['#Misterdonut_taiwan', '#Misterdonut', '#[[', '#Taichung Food', '#Taipei Food', '#[[[', '#[[', '#Nantou Food' ','# Tainan Gourmet ','#Kaohsiung Food "", '#台 台', '#嘉 台 台', '#台 台 台', '#台 台 台', '#台 台', '#宜 台', '#Hualien lotus' Food ','#Taitung Food ','#美 美 ','#Hsinchu Food ']",文字的圖像.
58,41000,2024-11-13T04:59:21.000Z,1920,2,1,0,[],蛋黃和文字的圖像.
59,97000,2024-11-13T13:01:03.000Z,56000,124,0,1,"['#Real story', '#sister', '#friend', '#friendship']",
60,46000,2024-11-11T09:30:40.000Z,845,4,1,0,"['#小 [[' ',' #Hersheys', '#chocolate soft biscuits',' #teatea eat super business', '#[[', '#超 [美', '#小 [' ','# Little Seven Foods']",燕麥餅乾、巧克力棒、餅乾和文字的圖像.
61,740000,2024-10-17T15:19:03.000Z,323000,331,0,1,[],
62,108000,2024-11-11T05:25:19.000Z,8459,14,1,0,"['#SSW generation Z', '#sswagger', '#小 小 s', '#origami', '#origami', '#anime', '#ART', '#Dandadan', '#OKARUNG' '#onepiece', '#Luffy', '#Dragonball', '#Goku', '#JUTSUKAISEN', '#JJK', '#呪 戦 戦', '#figure' , '#animation', '#insect', '#HOBBY']",禿鷹、海報、舞台服裝、安全帽和文字的圖像.
63,28000,2024-11-15T09:39:37.000Z,16000,46,0,1,[],
64,20000,2024-11-08T12:30:11.000Z,2983,12,1,0,"['#Dingzi takes you to learn better love', '#情 sharing', '#marriage', '#[[', '#爱 爱', '#truth', '#[[[', '#Zhengzheng Fate prediction ','#ambiguous ','#love ','#couple ','#love skills ','#love ','#psychology ','#intimate relationship ','#divination ','#emotional emotion Knowledge']",文字的圖像.
65,151000,2024-11-11T04:39:08.000Z,57000,107,0,1,[],
66,1750000,2024-10-15T12:45:51.000Z,317000,479,0,1,[],
67,383000,2024-11-14T02:30:55.000Z,,341,0,1,"['#Taipei Food', '#[[[', '#[[' ','#Kaohsiung Food ','#East District Food ','#711 ','#7Eleven ','#Banqiao Food ',' #Zhongshan Station Food ','#Taichung Food ']]",
68,247000,2024-11-13T15:28:19.000Z,47000,90,1,0,[],1 人、打棒球、體育場和文字的圖像.
69,99000,2024-11-08T12:53:12.000Z,99000,158,0,1,"['#truelove', '#love', '#lovequotes', '#couplegoals', '#relationshipgoals', '#instagram', '#quotes', '#life', '#loveislove', '#instagood', '#follow', '#couple', '#loveyou', '#like', '#lovestory', '#feelings', '#lovers', '#cute', '#couples', '#loveyourself', '#happy', '#relationship', '#trending', '#family', '#poetry', '#true', '#beautiful', '#forever', '#explore', '#happiness']",
70,1974,2024-08-28T01:32:33.000Z,133,0,1,0,"['#Collection', '#[[[[[', '#[[said', '#小 [' ','#new product ','#[','#500 card ','#Chinese food '#']",豆腐的圖像.
71,71000,2024-10-22T03:44:09.000Z,3159,0,1,0,"['#Funny', '#[[', '#Funnymemes', '#HAPPY', '#Source help to make up', '#laugh to death', '#memes', '#laugh', '#因', "" '#Erotic', '#', '#情 色', '#番 号 梗 图']",文字的圖像.
72,101000,2024-09-25T02:55:40.000Z,2050,3,1,0,['#Guanghua Daily'],2 個人和文字的圖像.
73,64000,2024-11-13T04:43:47.000Z,2093,17,1,0,"['#[,', '#[图', '#迷 因 [', '#迷 因 [图']",文字的迷因.
74,4621000,2024-10-08T10:12:54.000Z,224000,373,0,1,"['#reels', '#explore', '#funny', '#viral', '#memes', '#jokezar', '#meme', '#boys']",
75,50000,2024-11-09T15:31:02.000Z,236000,283,0,1,[],
76,46000,2024-11-12T03:52:03.000Z,986,13,1,0,"['#Family new product', '#[[[颂 颂', '#teatea eat super business',' #teatea eat convenience store ','#[[','#超 [','#Convenience Store food ']",等足類動物、蠕蟲和文字的圖像.
77,20000,2024-11-12T03:41:26.000Z,2714,7,1,0,"['#Metaphysics','#birthday ','#脾 性 ','#character ','#Feng Shui ','#学 ','#psychology ','#character ','#eight characters', '#life The plate ','#','#','#ambiguous ','#love ','#love skills ','#love ','#psychology ','#divination ','#eight characters Knowledge']",文字的圖像.
78,41000,2024-11-09T05:59:29.000Z,10000,13,1,0,[],文字的卡通.
79,27000,2024-11-14T16:37:59.000Z,8106,95,0,1,"['#西 [', '#[[', '#[[' ','#西 [','#Taipei City ','#Taipei Ximending ','#Taipei Ximen ','#Special price ','# Clear ','#出 出 ','#出 ','#auction ','#pop -up ','#limited ','#special sale ','#special sales party ','#出 ','#清 出 出 出Special offer ','#特 特 ','#100 yuan children's clothing ','#cheap ','#buy and earn ','#super cost -effective ','#特 特 特 ','#share ','#event '#Share', '#Sale', '#reels', '#Handmade']",
80,407000,2024-11-13T08:57:33.000Z,708000,1212,0,1,[],
81,17000,2024-11-15T09:16:10.000Z,39000,156,0,1,[],
82,19000,2024-11-12T11:59:54.000Z,2270,8,1,0,"['#Toyota', '#[[', '#[[[', '#丰', '#RAV4', '#YARISCROSS', '#Corollacross', '#Altis', '#Corollasport', '#camry']",1 人和毛髮的圖像.
83,83000,2024-11-14T08:01:22.000Z,19000,79,0,1,"['#Abin Master', '#Fit Fitnce', '#Numerology', '#[[']",
84,54000,2024-11-10T00:42:20.000Z,9255,169,1,0,"['##Exercise', '#health', '#Jeonju', '#rage yogurt', '####greick yogurt'#Diet ','#diet ','#diet ']",3 個人和運動褲的圖像.
