Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description
1,2301000,2024-11-08T17:02:38.000Z,5169,119,0,1,"['#freestyle', '#rap', '#hiphop']",
2,419000,2024-11-10T12:02:25.000Z,4,85,0,1,[],
3,74000,2024-11-09T07:55:16.000Z,7562,123,1,0,[],1 人、項鍊、保羅領帶和運動褲的圖像.
4,10000,2024-10-28T13:10:00.000Z,1239449,4,1,0,[],派餅和文字的塗鴉.
5,27000,2024-10-20T08:15:53.000Z,8827,25,0,1,[],
6,1883,2024-11-09T04:46:36.000Z,25,1,0,1,"['#1111', '#貴人', '#財運', '#運勢', '#顯化豐盛']",
7,3698,2024-11-09T21:15:52.000Z,18,3,1,0,[],1 人、裙子、上衣、迷你裙和高領上衣的圖像.
8,9719,2024-11-02T13:43:35.000Z,91120,11,1,0,"['#happyhalloween', '#halloween', '#萬聖節', '#萬聖節快樂', '#不給糖就搗蛋']",1 人、美妝、保羅領帶、頸鍊、項鍊和文字的圖像.
9,4073,2024-11-10T07:18:02.000Z,241,4,0,1,"['#屏東萬丹天鳳會館_電音三太子', '#電音三太子', '#天鳳太子團', '#五尊太子', '#20241110', '#南鯤鯓代天府']",
0,80000,2024-09-30T14:00:37.000Z,14000,17,0,1,"['#treding', '#viral', '#instagram', '#odiareels', '#odiasong', '#odivelas', '#view', '#video', '#lovestatus', '#alonequotes', '#alonestatus', '#newpost', '#lovequotes', '#trendingreels', '#sadvideos', '#sadstatus', '#sadreels', '#pageexplore', '#explore', '#love', '#odisha', '#bhubaneswar', '#rahulcreation55']",
0,196000,2024-09-28T16:31:22.000Z,415000,201,0,1,"['#innovation', '#technology', '#science', '#skill', '#tech', '#automation', '#mechanical', '#civilengineering', '#machinery', '#heavyequipment', '#mechanic', '#engineering', '#jcb', '#machines', '#electronics', '#machine', '#technews', '#instatech', '#tools', '#ideas', '#ilovemyjob', '#manufacturing', '#gadgets', '#future', '#awesome', '#worldofengineering', '#satisfying', '#thebest', '#satisfyingvideo', '#futuretech']",
1,1969000,2024-11-09T15:44:10.000Z,119000,373,0,1,[],
0,139000,2024-11-04T09:22:26.000Z,117000,172,0,1,"['#love', '#fashion', '#instagram', '#photooftheday', '#foryou', '#art', '#beautiful', '#happy', '#nature', '#travel', '#follow', '#cute', '#style', '#instadaily', '#tbt', '#repost', '#summer', '#beauty', '#food', '#instalike', '#photo', '#me', '#music', '#friends', '#radharani', '#smile', '#family', '#fun', '#viral', '#trending']",
1,93000,2024-11-10T04:00:10.000Z,12000,27,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes']",文字的迷因.
2,28000,2024-11-08T10:30:06.000Z,3755,41,1,0,[],1 人、毛髮和文字的圖像.
3,27000,2024-11-14T03:44:26.000Z,6332,30,1,0,"['#godiva', '#台中美食', '#台北美食', '#新北美食', '#彰化美食', '#南投美食', '#台南美食', '#高雄美食', '#桃園美食', '#嘉義美食', '#雲林美食', '#苗栗美食', '#基隆美食', '#宜蘭美食', '#花蓮美食', '#台東美食', '#屏東美食', '#新竹美食']",冰淇淋、義式冰淇淋和文字的圖像.
4,435000,2024-11-12T08:15:49.000Z,9582,37,1,0,"['#女生娛樂快訊', '#GD', '#GD仿妝', '#換頭級', '#化妝易容術']",1 人、瀏海、上衣和文字的圖像.
5,114000,2024-10-18T18:30:31.000Z,2589000,165,0,1,"['#cat', '#kitten', '#baby', '#ai', '#jerryspringer', '#fyp', '#viral']",
6,777000,2024-11-09T05:50:28.000Z,45000,121,1,0,[],文字的圖像.
7,48000,2024-11-11T10:52:53.000Z,3009,6,1,0,[],1 人、毛髮和文字的圖像.
8,208000,2024-11-15T13:02:25.000Z,43000,90,0,1,[],
9,50000,2024-11-13T09:43:20.000Z,4467,77,1,0,"['#麥當勞', '#mcdonalds', '#鬆餅', '#麥當勞新品', '#漢堡', '#新品報報', '#新品報報', '#全台美食', '#高雄美食地圖', '#台南早午餐', '#台中早餐', '#新北必吃', '#麥當勞早餐']",三明治、薄煎餅、威化餅、香腸、麵包和文字的圖像.
10,99000,2024-11-10T01:51:38.000Z,82000,127,0,1,"['#truelove', '#love', '#couplegoals', '#lovequotes', '#relationshipgoals', '#instagram', '#loveislove', '#instagood', '#quotes', '#couple', '#lovestory', '#trending', '#explore', '#relationships', '#family', '#life', '#feelings', '#loveyou', '#soulmate', '#follow', '#iloveyou', '#relationship', '#cute', '#lovers', '#poetry', '#explorepage', '#like', '#couples', '#happiness', '#forever']",
11,446000,2024-11-12T08:02:17.000Z,4879,28,1,0,"['#蝦鬧一波', '#蝦皮購物', '#正品保障', '#shopeetw']",文字的圖像.
12,41000,2024-11-10T03:03:59.000Z,4430,17,1,0,[],香菸和文字的插圖.
13,22000,2024-11-11T12:15:10.000Z,,90,1,0,"['#買一送一', '#大薯', '#薯餅', '#優惠', '#新品', '#新品上市', '#日本', '#日本麥當勞', '#楓糖鬆餅堡', '#全台美食', '#台灣美食', '#麥當勞', '#桃園美食', '#宜蘭美食', '#屏東美食', '#雲林美食', '#嘉義美食', '#台北美食', '#新北美食', '#新竹美食', '#基隆美食', '#苗栗美食', '#台中美食', '#彰化美食', '#台南美食', '#高雄美食', '#花蓮美食']",漢堡、薄煎餅和文字的圖像.
14,121000,2024-11-10T04:33:06.000Z,7996,25,1,0,"['#宜蘭', '#宜蘭景點', '#馬崗漁港']",1 人、微笑、短褲、上衣和戶外的圖像.
15,2541000,2024-09-24T04:49:15.000Z,2013000,412,0,1,[],
16,252000,2024-10-30T08:05:51.000Z,71000,269,0,1,['#timeflies'],
17,11000,2024-10-28T14:34:36.000Z,4042,12,1,0,"['#正妹', '#植物', '#爛梗小七', '#迷因小七', '#梗圖收藏家小七', '#迷因', '#迷因梗圖', '#迷因系列', '#梗圖', '#梗圖系列', '#梗', '#梗圖迷因', '#搞笑', '#地獄', '#地獄梗']",4 個人和文字的圖像.
18,65000,2024-10-30T16:24:51.000Z,0,72,1,0,[],1 人、毛髮和胸罩的圖像.
19,278000,2024-10-26T04:00:00.000Z,63000,290,0,1,"['#夫妻', '#先生', '#女生', '#爭吵', '#情緒', '#穩定']",
20,166000,2024-11-12T17:04:44.000Z,161000,409,0,1,[],
21,58000,2024-11-13T15:39:08.000Z,4149,16,1,0,[],2 個人和文字的圖像.
22,207000,2024-11-13T09:23:27.000Z,4615,3,0,1,"['#醫生', '#Faceme', '#韓劇']",
23,101000,2024-11-13T03:29:56.000Z,851,11,1,0,['#光华日报'],1 人和文字的圖像.
24,11000,2024-11-06T04:41:34.000Z,9071,44,1,0,"['#지디김장룩', '#오복팥삶룩']",2 個人、頭巾、蓋頭巾和文字的圖像.
25,219000,2024-11-12T11:21:31.000Z,339000,116,0,1,[],
26,599000,2024-10-30T12:54:27.000Z,39000,76,1,0,[],2 個人、舞台服裝和文字的圖像.
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,98000,2024-11-08T08:00:00.000Z,6844,51,0,1,"['#koobii鬧大學', '#sonyzv1ll', '#穿搭', '#壯', '#腹肌', '#下頭']",
0,357000,2024-11-13T22:21:30.000Z,322000,563,0,1,"['#spaday', '#rotinacapilar', '#autoestima']",
1,63000,2024-11-10T12:07:12.000Z,2683,6,1,0,[],1 人、毛髮、上衣和文字的圖像.
2,97000,2024-11-15T13:01:58.000Z,31000,88,0,1,"['#天蠍座', '#星座', '#短劇', '#朋友']",
3,137000,2024-11-14T03:50:08.000Z,3847,0,1,0,"['#帝康', '#opt', '#drwu', '#ahc', '#蘭芝', '#專科', '#cnp', '#prmay', '#媚點', '#氣墊', '#精華', '#隱眼', '#唇膜', '#保養', '#彩妝', '#折扣', '#優惠', '#poya寶雅', '#poyabeauty', '#poyagirls', '#beauty', '#makeup']",美髮產品、護手霜、乳液和文字的圖像.
4,5891,2024-11-13T15:01:58.000Z,32000,126,0,1,"['#分手', '#回憶錄', '#舊愛', '#別人', '#初心']",
5,816000,2024-11-12T21:45:41.000Z,545000,268,0,1,"['#obras', '#obra', '#construção', '#construction', '#pedreiro', '#casa', '#arquitetura', '#engenharia', '#construccion', '#arquitectura', '#pintura', '#pinturas', '#pintor', '#paint', '#painting']",
6,87000,2024-11-08T12:00:16.000Z,5614,4,1,0,"['#貓', '#貓咪', '#貓咪日常', '#貓星人', '#貓星人日常', '#喵星人', '#喵星人日常', '#喵', '#迷因', '#梗圖', '#迷因梗', '#迷因梗圖', '#memes']",懶猴和文字的迷因.
7,145000,2024-11-15T10:40:00.000Z,13000,75,0,1,"['#台南美食', '#牛肉湯', '#台南牛肉湯', '#阿達']",
8,156000,2024-11-14T11:10:46.000Z,23000,41,0,1,"['#卡迪那小德薯', '#想倒就吃隨食不喊卡', '#卡迪那好吃不喊卡', '#小德薯']",
9,31000,2024-11-11T09:08:36.000Z,2343,3,1,0,"['#巧克力控', '#misterdonuts', '#甜甜圈', '#巧克力甜甜圈', '#妮娜巧克力', '#7eleventw', '#熱可可', '#全台美食']",
10,3483000,2024-10-09T21:39:58.000Z,1316000,898,0,1,"['#mechanic', '#job', '#mechaniclife', '#mechanical', '#mechanicproblems', '#solve', '#problem', '#ideas', '#newtech', '#newtechnology', '#thebest', '#satisfyingvideo', '#nextlevel', '#techworld', '#sosatisfying', '#amazing', '#techlover', '#jobdone', '#innovation', '#skill', '#machines', '#gadgets', '#ilovemyjob', '#omgrobots', '#diy', '#jcb', '#progress', '#engineeringmarvel', '#tools', '#heavymachines']",
11,15000,2024-11-12T12:37:42.000Z,113000,165,0,1,"['#新疆', '#伊犁', '#旅居', '#關於我的新疆家人', '#橘貓']",
12,151000,2024-11-14T03:39:16.000Z,33000,201,0,1,"['#精彩語錄', '#語錄', '#經典語錄', '#語錄控', '#語錄分享', '#語錄系列', '#語錄句子', '#心情語錄', '#人生語錄', '#勵志語錄', '#愛情語錄', '#情感語錄', '#治癒語錄', '#正能量語錄', '#勸世語錄']",
13,438000,2024-11-12T02:31:28.000Z,17000,36,1,0,"['#GIRLSTALK美食', '#McGriddle', '#鬆餅漢堡', '#麥當勞鬆餅漢堡', '#麥當勞新品', '#麥當勞早餐', '#Na編']",漢堡、半圓形餡餅、薄煎餅、麵包和文字的圖像.
14,664000,2024-11-15T04:20:06.000Z,32000,91,0,1,"['#聖誕', '#聖誕節', '#節日', '#節慶', '#放假', '#有趣', '#冷知識', '#瑪麗亞凱莉', '#MariahCarey', '#christmas', '#xmas', '#qi', '#alliwantforchristmasisyou']",
15,2146000,2024-11-01T07:44:51.000Z,164000,390,0,1,[],
16,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#熊黛林', '#郭可頌', '#星島頭條娛樂']",4 個人和文字的圖像.
17,345000,2024-11-10T09:02:34.000Z,37000,197,0,1,[],
18,346000,2024-09-05T09:50:48.000Z,41000,174,0,1,"['#台中深夜居酒屋', '#金町深夜酒食居', '#兩個豬女孩吃台中', '#台中美食', '#台中', '#台中居酒屋', '#台中宵夜', '#台中居酒屋', '#中區', '#中區美食', '#台中中區', '#taichung', '#taichungfood', '#taichungfoodie', '#popyummy台中', '#台中餐廳', '#台中美食推薦', '#台中美食地圖']",
19,179000,2024-10-14T02:12:43.000Z,5451000,432,0,1,[],
20,701000,2024-11-15T12:54:31.000Z,13000,102,0,1,"['#makeup', '#彩妝', '#秋冬妝容']",
21,58000,2024-10-27T07:00:10.000Z,536,4,1,0,"['#熊黛林', '#郭可頌', '#星島頭條娛樂']",4 個人和文字的圖像.
22,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#消水腫', '#濕氣', '#祛濕', '#提臀', '#上班族', '#核心', '#瘦腰', '#消脂', '#便秘', '#月經不調', '#消化不良', '#益生菌', '#女性', '#產後', '#台中', '#雙11']",文字的圖像.
23,383000,2024-11-14T12:27:18.000Z,,78,0,1,"['#台北美食', '#西門美食', '#西門町美食', '#台中美食', '#台南美食', '#高雄美食', '#信義區美食', '#中山站美食', '#麥當勞', '#板橋美食', '#桃園美食', '#東區美食']",
24,959000,2024-10-16T06:54:26.000Z,662000,803,0,1,"['#brahack', '#brahacks', '#fashion', '#fashionstyle', '#fashiongram']",
25,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#音樂節', '#電音節', '#香港學校', '#香港電音', '#hongkongmusic', '#打碟', '#權志龍', '#電子音樂', '#hkdjs', '#hkedm', '#舞曲', '#gdragon', '#gdragon', '#表演', '#歌唱', '#alanwalker', '#唱歌', '#gdragonbigbang', '#hkparty', '#lkf', '#lankwaifong', '#raveparty', '#電音', '#hkdj', '#夜店', '#香港人', '#音樂', '#關菊英', '#蘭桂坊']",2 個人、瀏海、上衣和文字的圖像.
26,70000,2024-08-20T09:10:00.000Z,14000,52,1,0,"['#迷因', '#幽默', '#幽默人生', '#搞笑圖片', '#搞笑梗圖', '#台灣迷因']",
27,50000,2024-10-28T10:04:59.000Z,18000,111,1,0,[],舞台服裝和文字的圖像.
28,271000,2024-09-22T11:17:06.000Z,1525,6,1,0,"['#營養師', '#健康', '#飲食', '#輕食', '#熱量', '#外食', '#nu編外食', '#增肌減脂', '#增肌', '#減脂', '#減肥', '#減重', '#nuturefit', '#nuturefit營養師', '#路易莎', '#路易莎咖啡', '#louisa', '#早餐']",半圓形餡餅、麵包、三明治、派餅和文字的圖像.
29,246000,2024-09-17T15:26:19.000Z,4023000,243,0,1,"['#viral', '#reels', '#comedy', '#foryou', '#blessed', '#godisgreat', '#dishatewani', '#TaambdiChaamdi']",
30,459000,2024-10-15T03:24:12.000Z,183000,139,0,1,"['#love', '#lovequotes', '#lovestatus', '#indianfestival', '#viratkohli', '#radheradhe', '#reelkarofeelkaro', '#foryou', '#lovestory', '#holi', '#garba', '#dandiya', '#navaratri', '#famus', '#instagood', '#instareels', '#explorepage', '#oldsongs', '#oldisgold', '#90s', '#90sbollywood', '#90ssongs', '#90sfashion', '#reelkarofeelkaro', '#exploremore', '#trandingtopic', '#virushkaforever']",
31,108000,2024-11-09T05:00:00.000Z,10000,14,0,1,"['#SSW世代Z', '#SSwagger', '#小編S', '#dandadan', '#dandadanedit', '#dandadanopening', '#creepynuts', '#otonoke', '#demonslayer', '#demonslayeredit', '#demonslayerdandadan', '#animecrossover', '#aigenerated', '#midjourney']",
32,252000,2024-11-13T10:01:49.000Z,31000,54,0,1,"['#大創', '#韓國大創', '#明洞大創', '#明洞', '#韓國', '#韓國旅遊', '#韓國逛街', '#韓國攻略', '#韓國觀光']",
33,41000,2024-11-14T06:00:04.000Z,6613,8,1,0,[],塑膠袋、垃圾和文字的迷因.
34,27000,2024-11-15T11:37:58.000Z,55000,340,0,1,"['#廣告樂血研究院', '#院長wawa', '#廣告', '#創意', '#行銷', '#wawa', '#板橋', '#新北耶誕城']",
35,1418000,2024-11-13T09:44:49.000Z,413000,198,0,1,"['#talent', '#fashion', '#ai', '#movie']",
36,21000,2024-11-15T11:25:03.000Z,16000,68,0,1,"['#yuniverse', '#運動', '#運動魚', '#羽球', '#阿賢動齊來']",
37,31000,2024-11-14T06:55:59.000Z,2949,54,1,0,"['#蜂蜜焙茶歐蕾', '#湯姆貓與傑利鼠', '#tim吃美食', '#跟著tim走遍全台灣美食景點', '#7eleven', '#新品', '#711限定', '#超商新品', '#超商美食', '#蜜蜂工坊']",牛奶、巧克力牛奶和文字的圖像.
38,21000,2024-11-10T07:40:00.000Z,1498,5,1,0,"['#自我提升', '#自我成長', '#感悟']",顯示的文字是「這其實是 上天在保護你 上天在」的圖像.
39,326000,2024-11-14T02:19:40.000Z,4173,1,1,0,"['#Foody吃貨', '#Foody吃貨全台', '#台灣', '#7ELEVEN', '#世界蛋糕日', '#LADEARS', '#巧克力生乳捲', '#KitKat甜點', '#冬日限定', '#甜點優惠', '#療癒甜品', '#巧克力控', '#新品', '#7ELEVEN', '#foody', '#Taiwan']",威化餅和文字的圖像.
40,670000,2024-10-11T06:46:19.000Z,449000,396,0,1,[],
41,112000,2024-11-08T09:12:31.000Z,9123,18,1,0,"['#迷因', '#梗圖', '#豪洨迷因']",4 個人和文字的迷因.
42,127000,2024-11-12T11:21:13.000Z,,60,1,0,"['#開箱', '#好市多', '#迷你威化餅', '#多蒂娜迷你威化餅', '#Fy吃東西', '#高雄美食', '#全台美食', '#好市多美食', '#costco', '#台北美食', '#新北美食', '#桃園美食', '#台中美食', '#台南美食', '#food', '#foodie', '#巧克力', '#威化餅', '#榛果巧克力', '#foodreels', '#instafood', '#chocolate', '#instareels', '#foodstagram']",巧克力棒、威化餅、派餅和文字的圖像.
43,1353000,2024-11-12T01:13:16.000Z,113000,121,1,0,[],3 個人、大家在打籃球、籃球衣、球、海報、籃板、計分板和文字的圖像.
44,695000,2024-11-08T10:37:48.000Z,40000,156,1,0,[],1 人、毛髮、襯裙、胸罩和襯衣的圖像.
45,7888000,2024-10-30T20:49:19.000Z,530000,305,0,1,[],
46,14000,2024-11-12T11:44:34.000Z,4824,25,0,1,"['#kate', '#怪獸唇膏', '#G03']",
47,30000,2024-11-06T12:06:53.000Z,18000,45,1,0,"['#音樂節', '#電音節', '#香港學校', '#香港電音', '#hongkongmusic', '#打碟', '#權志龍', '#電子音樂', '#hkdjs', '#hkedm', '#舞曲', '#gdragon', '#gdragon', '#表演', '#歌唱', '#alanwalker', '#唱歌', '#gdragonbigbang', '#hkparty', '#lkf', '#lankwaifong', '#raveparty', '#電音', '#hkdj', '#夜店', '#香港人', '#音樂', '#關菊英', '#蘭桂坊']",2 個人、瀏海、上衣和文字的圖像.
48,104000,2024-11-07T00:12:15.000Z,10000,33,1,0,"['#消水腫', '#濕氣', '#祛濕', '#提臀', '#上班族', '#核心', '#瘦腰', '#消脂', '#便秘', '#月經不調', '#消化不良', '#益生菌', '#女性', '#產後', '#台中', '#雙11']",文字的圖像.
49,1624000,2024-11-15T13:19:19.000Z,,202,1,0,"['#成美文化園', '#松柏軒景觀餐廳', '#松緣會館', '#頂新和德文教基金會', '#永靖', '#彰化']",1 人、毛髮和洋裝的圖像.
50,142000,2024-09-18T00:08:28.000Z,252000,15,0,1,[],
51,86000,2024-09-24T15:26:28.000Z,63000,160,0,1,[],
52,174000,2024-11-11T06:01:08.000Z,13000,139,1,0,"['#popo熱話題', '#韓星', '#Felix', '#珉奎', '#成訓', '#KPOP', '#popo筆記']",2 個人、毛髮和文字的圖像.
53,31000,2024-11-12T05:41:43.000Z,2556,35,1,0,"['#冰心乳酪條', '#巴斯克乳酪蛋糕', '#黑金起司鹽可頌', '#tim吃美食', '#跟著tim走遍全台灣美食景點', '#新品', '#全家', '#全家便利商店', '#超商美食', '#超商甜點', '#全台美食', '#台灣美食', '#開箱', '#新品上市']",戚風蛋糕、派餅和起司蛋糕的圖像.
54,103000,2024-11-10T14:49:17.000Z,15000,87,1,0,"['#McGriddle', '#厚鬆餅堡', '#mcdonalds', '#McGriddle', '#麥當勞', '#麥當勞早餐', '#楓糖鬆餅漢堡', '#期間限定', '#新品', '#新品上市', '#マックグリドル', '#マクドナルド']",漢堡、薄煎餅、香腸、蛋和文字的圖像.
55,132000,2024-11-14T09:47:05.000Z,58000,189,0,1,"['#鹽焗', '#鹽烤', '#魚', '#夜市', '#阿慶師', '#台語']",
56,4356000,2024-11-12T13:44:24.000Z,96,43,0,1,"['#explorepage', '#viral', '#reels', '#job', '#work']",
57,27000,2024-11-10T08:30:14.000Z,5416,60,1,0,"['#misterdonut_taiwan', '#misterdonut', '#甜甜圈', '#台中美食', '#台北美食', '#新北美食', '#彰化美食', '#南投美食', '#台南美食', '#高雄美食', '#桃園美食', '#嘉義美食', '#雲林美食', '#苗栗美食', '#基隆美食', '#宜蘭美食', '#花蓮美食', '#台東美食', '#屏東美食', '#新竹美食']",文字的圖像.
58,41000,2024-11-13T04:59:21.000Z,1920,2,1,0,[],蛋黃和文字的圖像.
59,97000,2024-11-13T13:01:03.000Z,56000,124,0,1,"['#真實故事', '#姊妹', '#朋友', '#友情']",
60,46000,2024-11-11T09:30:40.000Z,845,4,1,0,"['#小七限定', '#hersheys', '#巧克力軟餅乾', '#teatea吃超商', '#全台美食', '#超商美食', '#小七', '#小七美食']",燕麥餅乾、巧克力棒、餅乾和文字的圖像.
61,740000,2024-10-17T15:19:03.000Z,323000,331,0,1,[],
62,108000,2024-11-11T05:25:19.000Z,8459,14,1,0,"['#SSW世代Z', '#SSwagger', '#小編S', '#origami', '#摺紙', '#anime', '#art', '#dandadan', '#Okarung', '#onepiece', '#luffy', '#dragonball', '#goku', '#jujutsukaisen', '#jjk', '#呪術廻戦', '#咒術迴戰', '#figure', '#animation', '#insect', '#hobby']",禿鷹、海報、舞台服裝、安全帽和文字的圖像.
63,28000,2024-11-15T09:39:37.000Z,16000,46,0,1,[],
64,20000,2024-11-08T12:30:11.000Z,2983,12,1,0,"['#dingzi帶你學會更好的戀愛', '#情感分享', '#婚姻', '#男女', '#缺愛', '#真相', '#女生必看', '#正緣預測', '#曖昧', '#感情', '#情侶', '#戀愛技巧', '#愛情', '#心理學', '#親密關係', '#占卜', '#情感知識']",文字的圖像.
65,151000,2024-11-11T04:39:08.000Z,57000,107,0,1,[],
66,1750000,2024-10-15T12:45:51.000Z,317000,479,0,1,[],
67,383000,2024-11-14T02:30:55.000Z,,341,0,1,"['#台北美食', '#信義區美食', '#桃園美食', '#高雄美食', '#東區美食', '#711', '#7eleven', '#板橋美食', '#中山站美食', '#台中美食']",
68,247000,2024-11-13T15:28:19.000Z,47000,90,1,0,[],1 人、打棒球、體育場和文字的圖像.
69,99000,2024-11-08T12:53:12.000Z,99000,158,0,1,"['#truelove', '#love', '#lovequotes', '#couplegoals', '#relationshipgoals', '#instagram', '#quotes', '#life', '#loveislove', '#instagood', '#follow', '#couple', '#loveyou', '#like', '#lovestory', '#feelings', '#lovers', '#cute', '#couples', '#loveyourself', '#happy', '#relationship', '#trending', '#family', '#poetry', '#true', '#beautiful', '#forever', '#explore', '#happiness']",
70,1974,2024-08-28T01:32:33.000Z,133,0,1,0,"['#收藏起來', '#超商午選餐指南', '#煒婷說', '#小七', '#新品', '#熱量', '#500大卡', '#中餐', '#超商美食']",豆腐的圖像.
71,71000,2024-10-22T03:44:09.000Z,3159,0,1,0,"['#搞笑', '#謎因', '#funnymemes', '#happy', '#來源幫補', '#笑死', '#memes', '#笑', '#迷因', '#情色', '#老司機', '#情色梗圖', '#番號梗圖']",文字的圖像.
72,101000,2024-09-25T02:55:40.000Z,2050,3,1,0,['#光华日报'],2 個人和文字的圖像.
73,64000,2024-11-13T04:43:47.000Z,2093,17,1,0,"['#迷因', '#梗圖', '#迷因梗', '#迷因梗圖']",文字的迷因.
74,4621000,2024-10-08T10:12:54.000Z,224000,373,0,1,"['#reels', '#explore', '#funny', '#viral', '#memes', '#jokezar', '#meme', '#boys']",
75,50000,2024-11-09T15:31:02.000Z,236000,283,0,1,[],
76,46000,2024-11-12T03:52:03.000Z,986,13,1,0,"['#全家新品', '#黑金起司鹽可頌', '#teatea吃超商', '#teatea吃便利店', '#全台美食', '#超商美食', '#便利店美食']",等足類動物、蠕蟲和文字的圖像.
77,20000,2024-11-12T03:41:26.000Z,2714,7,1,0,"['#玄學', '#生日', '#脾性', '#性格', '#風水', '#國學', '#心理學', '#性格', '#八字', '#命盤', '#女生必看', '#預測', '#曖昧', '#感情', '#戀愛技巧', '#愛情', '#心理學', '#占卜', '#八字知識']",文字的圖像.
78,41000,2024-11-09T05:59:29.000Z,10000,13,1,0,[],文字的卡通.
79,27000,2024-11-14T16:37:59.000Z,8106,95,0,1,"['#西門町', '#台北', '#六號出口', '#西門', '#台北市', '#台北西門町', '#台北西門', '#特價', '#出清', '#好康', '#衣服', '#拍賣', '#快閃', '#限定', '#特賣', '#特賣會', '#清倉', '#清倉特價', '#破盤', '#百元童裝', '#便宜', '#買到賺到', '#超划算', '#好康優惠', '#分享', '#活動', '#活動分享', '#sale', '#reels', '#handmade']",
80,407000,2024-11-13T08:57:33.000Z,708000,1212,0,1,[],
81,17000,2024-11-15T09:16:10.000Z,39000,156,0,1,[],
82,19000,2024-11-12T11:59:54.000Z,2270,8,1,0,"['#Toyota', '#丹鳳', '#丹鳳營業所', '#豐田', '#rav4', '#yariscross', '#corollacross', '#altis', '#corollasport', '#camry']",1 人和毛髮的圖像.
